date,price_a,price_b,spread,zscore,position,quantity_a,quantity_b,daily_pnl,cumulative_pnl,bh_pnl_a,bh_pnl_b
2015-01-30,114.3,717.13,226.16931646552572,,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-02,114.3,723.76,227.20356906709927,,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-03,110.7,729.79,224.54422414816844,,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-04,109.7,713.06,220.93441328477093,,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-05,114.5,716.94,226.33967725069934,,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-06,111.3,715.09,222.8510848958108,,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-09,108.1,705.11,218.09424613808773,,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-10,105.9,690.63,213.6354259765817,,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-11,108.3,710.44,219.12570411190177,,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-12,107.15,727.33,220.61047431410043,,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-13,110.3,721.64,222.87285782798375,1.1261993682651241,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-16,110.5,724.89,223.57984439738254,1.1281693412856924,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-18,111.1,723.06,223.89437195984414,1.0942356173678767,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-19,113.2,707.54,223.5733160961305,1.0021049039640606,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-20,113.1,702.55,222.69489671726896,0.8608486783599825,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-23,112.8,694.69,221.16876919866144,0.6343179004157159,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-24,115.7,697.83,224.55859622263443,1.037865616674708,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-25,114.8,690.64,222.53698593525678,0.6990490488566449,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-26,113.8,687.03,220.97384085355532,0.4341531674206644,0.0,0.0,0.0,-0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-27,113.55,708.94,224.14171031064075,0.8343016996320165,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-02-28,113.55,715.83,225.2165218377662,0.9381450409305382,0.0,0.0,0.0,0.0,0.0,201522.84263959384,-97889.43019240256
2015-03-02,119.4,715.01,230.9386052264102,1.7402332158778866,-1.0,-7245.0,-189.0,-1000.0,-1000.0,201522.84263959384,-97889.43019240256
2015-03-03,119.6,727.13,233.02927514059894,1.9329998093005372,-1.0,-7233.0,-186.0,-3739.6799999999184,-4739.679999999918,201522.84263959384,-97889.43019240256
2015-03-04,117.9,719.88,230.19830510117086,1.403578437405985,-1.0,-7337.0,-187.0,13644.599999999917,8904.919999999998,201522.84263959384,-97889.43019240256
2015-03-05,118.9,719.54,231.14526650621838,1.5129530562166087,-1.0,-7275.0,-188.0,-7273.419999999994,1631.5000000000045,201522.84263959384,-97889.43019240256
2015-03-09,116.8,702.84,226.4401355188461,0.6694554554428684,-1.0,-7406.0,-192.0,18417.10000000005,20048.600000000053,201522.84263959384,-97889.43019240256
2015-03-10,116.9,709.95,227.64926613682317,0.8848379967701665,-1.0,-7400.0,-190.0,-2105.7200000000657,17942.879999999986,201522.84263959384,-97889.43019240256
2015-03-11,114.65,730.41,228.59094158602295,1.0771909714789234,-1.0,-7545.0,-185.0,12762.600000000015,30705.480000000003,201522.84263959384,-97889.43019240256
2015-03-12,114.4,714.25,225.82004836710465,0.3762417973416159,-1.0,-7562.0,-189.0,4875.849999999994,35581.329999999994,201522.84263959384,-97889.43019240256
2015-03-13,111.4,704.6,221.314688245659,-0.7625831329463935,0.0,0.0,0.0,23509.849999999995,59091.17999999999,201522.84263959384,-97889.43019240256
2015-03-16,112.3,706.99,222.5875183690015,-0.41910486226794785,0.0,0.0,0.0,0.0,59091.17999999999,201522.84263959384,-97889.43019240256
2015-03-17,114.6,715.73,226.25092225101548,0.4920620011154969,0.0,0.0,0.0,0.0,59091.17999999999,201522.84263959384,-97889.43019240256
2015-03-18,118.25,700.13,227.46738671790126,0.7966913315206073,0.0,0.0,0.0,0.0,59091.17999999999,201522.84263959384,-97889.43019240256
2015-03-19,115.1,687.15,222.2925603576562,-0.47492140041547315,0.0,0.0,0.0,-0.0,59091.17999999999,201522.84263959384,-97889.43019240256
2015-03-20,110.7,678.3,216.5119969302164,-1.8845820606559565,1.0,7814.0,199.0,-1000.0,58091.17999999999,201522.84263959384,-97889.43019240256
2015-03-23,108.7,656.8,211.15808577880898,-2.943209126623439,1.0,7958.0,205.0,-19906.5,38184.67999999999,201522.84263959384,-97889.43019240256
