Date,Price_A,Price_B,Spread,ZScore,Position,Quantity_A,Quantity_B,Daily_PnL,Cumulative_PnL
2022-01-03,970.65,764.7,829.4504194964159,3.353276673382945,0.0,0.0,-0.0,0.0,0.0
2022-01-04,967.1,772.85,824.3955462374854,3.2111029900474133,-1.0,-1034.0,239.0,-1000.0,-1000.0
2022-01-05,958.1,788.05,812.5889114478234,2.8790288370747144,-1.0,-1044.0,234.0,12938.799999999983,11938.799999999983
2022-01-06,947.9,785.05,802.9428525247304,2.607723176869519,-1.0,-1055.0,235.0,9946.800000000048,21885.60000000003
2022-01-07,941.7,793.25,795.2287469145181,2.390755757101762,-1.0,-1062.0,233.0,8467.999999999938,30353.59999999997
2022-01-10,939.8,810.75,790.097423965894,2.2464318449836593,-1.0,-1064.0,228.0,6095.3000000000975,36448.90000000007
2022-01-11,933.85,810.65,784.1658886684577,2.0796011099931495,-1.0,-1071.0,228.0,6307.999999999922,42756.89999999999
2022-01-12,938.7,823.75,786.5970126326306,2.1479790555768683,-1.0,-1065.0,224.0,-2207.550000000019,40549.34999999997
2022-01-13,945.2,824.7,792.9215979582767,2.3258647403916886,-1.0,-1058.0,224.0,-6709.699999999989,33839.64999999998
2022-01-14,937.85,820.0,786.4394389787643,2.143547129073622,-1.0,-1066.0,225.0,6723.500000000014,40563.149999999994
2022-01-17,934.5,819.3,783.2186918967093,2.0529601939929156,-1.0,-1070.0,225.0,3413.600000000014,43976.75000000001
2022-01-18,938.7,823.1,786.7170331992938,2.151354761586586,-1.0,-1065.0,224.0,-3639.0000000000337,40337.74999999997
2022-01-19,937.0,808.6,787.6944150710108,2.178844665607795,-1.0,-1067.0,228.0,-1437.4999999999513,38900.25000000002
2022-01-20,918.3,810.25,768.6897474787119,1.644318189124732,-1.0,-1089.0,228.0,20329.100000000042,59229.350000000064
2022-01-21,899.25,804.5,750.7014678761169,1.1383787051916634,-1.0,-1112.0,230.0,19434.44999999995,78663.80000000002
2022-01-24,872.85,798.45,725.4185823812127,0.42727067695168514,0.0,0.0,-0.0,26965.299999999985,105629.1
2022-01-25,880.55,801.65,732.5277118991785,0.627222501083555,0.0,0.0,-0.0,0.0,105629.1
2022-01-27,851.25,794.65,704.520241078628,-0.16051738545765856,0.0,0.0,-0.0,0.0,105629.1
2022-01-28,843.7,781.15,699.4629759247094,-0.3027583433821259,0.0,0.0,-0.0,0.0,105629.1
2022-01-31,860.55,788.8,714.9004261785966,0.13143635378988022,0.0,0.0,-0.0,0.0,105629.1
2022-02-01,861.9,810.3,712.2805151274301,0.05774857071881377,0.0,0.0,-0.0,0.0,105629.1
2022-02-02,883.05,813.75,732.793482888987,0.6346975926653372,0.0,0.0,-0.0,0.0,105629.1
2022-02-03,874.95,808.95,725.5797886120383,0.43180477354305463,0.0,0.0,-0.0,0.0,105629.1
2022-02-04,870.4,805.05,721.7499120120173,0.324085423313338,0.0,0.0,-0.0,0.0,105629.1
2022-02-07,861.85,786.4,716.6435790401223,0.18046438085309824,0.0,0.0,-0.0,0.0,105629.1
2022-02-08,864.4,792.5,718.0672321837447,0.22050613874750696,0.0,0.0,-0.0,0.0,105629.1
2022-02-09,873.75,802.8,725.5153678196975,0.4299928702842927,0.0,0.0,-0.0,0.0,105629.1
2022-02-10,874.15,805.5,725.4168208504813,0.42722113202749706,0.0,0.0,-0.0,0.0,105629.1
2022-02-11,865.1,790.8,719.0811321273254,0.24902315235568828,0.0,0.0,-0.0,0.0,105629.1
2022-02-14,840.9,753.7,701.7315367784081,-0.2389526580721484,0.0,0.0,-0.0,0.0,105629.1
2022-02-15,855.5,776.05,712.2046757554513,0.05561550777068927,0.0,0.0,-0.0,0.0,105629.1
2022-02-16,863.3,764.05,722.220440063079,0.33731952488333194,0.0,0.0,-0.0,0.0,105629.1
2022-02-17,860.2,750.35,721.6501043142875,0.3212782257270477,0.0,0.0,-0.0,0.0,105629.1
2022-02-18,864.25,748.9,725.9678425014592,0.44271920165342915,0.0,0.0,-0.0,0.0,105629.1
2022-02-21,859.65,754.45,720.3430515091814,0.28451597629029207,0.0,0.0,-0.0,-0.0,105629.1
2022-02-22,843.7,751.3,704.9746896399337,-0.1477355366282723,0.0,0.0,-0.0,0.0,105629.1
2022-02-23,840.2,744.6,702.7118247116925,-0.2113810179804412,0.0,0.0,-0.0,0.0,105629.1
2022-02-24,818.5,707.4,687.8806940653388,-0.6285223317210641,0.0,0.0,-0.0,0.0,105629.1
2022-02-25,835.3,730.05,700.4984389346912,-0.27363484561159,0.0,0.0,-0.0,0.0,105629.1
2022-02-28,812.7,742.7,675.5626540604003,-0.9749802999564736,0.0,0.0,-0.0,-0.0,105629.1
2022-03-02,770.65,714.85,638.6550737243532,-2.01304522672936,1.0,1298.0,-258.0,-1000.0,104629.1
2022-03-03,743.75,698.3,614.8109819986232,-2.683685650888005,1.0,1345.0,-264.0,-30646.299999999952,73982.80000000005
2022-03-04,765.75,688.05,638.7036140113887,-2.011679979562023,1.0,1306.0,-268.0,32296.0,106278.80000000005
2022-03-07,753.9,653.75,633.1870069906917,-2.1668404157334944,1.0,1326.0,-282.0,-6283.700000000041,99995.1
2022-03-08,773.7,665.0,650.9097279522906,-1.6683700508461459,1.0,1292.0,-278.0,23082.30000000009,123077.4000000001
2022-03-09,786.1,667.45,662.8573427394832,-1.3323306855923769,1.0,1272.0,-277.0,15339.699999999959,138417.10000000006
2022-03-10,778.5,676.6,653.567822454917,-1.5936083176167994,1.0,1285.0,-273.0,-12201.750000000024,126215.35000000003
2022-03-11,795.1,677.9,669.9277813215906,-1.133467085156912,1.0,1258.0,-272.0,20976.100000000042,147191.45000000007
2022-03-14,791.45,696.15,662.90797310374,-1.3309066527816056,1.0,1264.0,-265.0,-9555.699999999972,137635.7500000001
2022-03-15,779.95,697.35,651.1863966729773,-1.6605884489999954,1.0,1282.0,-265.0,-14854.000000000013,122781.75000000007
2022-03-16,788.75,708.0,658.0199058499575,-1.4683887399208397,1.0,1268.0,-261.0,8459.349999999948,131241.10000000003
2022-03-17,808.45,720.1,675.485676839766,-0.9771453661074735,1.0,1237.0,-256.0,21821.50000000005,153062.6000000001
2022-03-21,801.0,710.75,669.7621265294595,-1.1381263022634647,1.0,1248.0,-260.0,-6822.05000000005,146240.55000000005
2022-03-22,806.05,718.2,673.4365061884737,-1.0347804687804427,1.0,1241.0,-257.0,4365.399999999931,150605.94999999998
2022-03-23,825.45,718.3,692.8180414859103,-0.4896541875099958,0.0,0.0,-0.0,23049.700000000135,173655.6500000001
2022-03-24,865.7,704.2,735.671564547373,0.7156466984792689,0.0,0.0,-0.0,0.0,173655.6500000001
2022-03-25,872.3,699.25,743.1855673242694,0.9269860133666245,0.0,0.0,-0.0,0.0,173655.6500000001
2022-03-28,857.1,710.35,725.9359853397136,0.4418231851177052,0.0,0.0,-0.0,-0.0,173655.6500000001
2022-03-29,864.7,715.3,732.6219825628173,0.6298739637006111,0.0,0.0,-0.0,0.0,173655.6500000001
2022-03-30,870.9,730.9,735.941488962901,0.7232386095741713,0.0,0.0,-0.0,0.0,173655.6500000001
2022-03-31,859.1,730.3,724.2522771782824,0.39446710342963026,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-01,855.9,736.25,719.9536273757502,0.27356300861066984,0.0,0.0,-0.0,-0.0,173655.6500000001
2022-04-04,863.45,746.6,725.5925306604213,0.4321631571976091,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-05,866.0,741.8,729.0288363834724,0.5288129081780147,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-06,855.35,741.6,718.4157657885995,0.23030901684754015,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-07,863.5,748.55,725.2824689604317,0.42344234231448424,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-08,886.05,754.3,746.7707485630267,1.027823046469096,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-11,876.1,759.6,735.8421193271578,0.7204437329468771,0.0,0.0,-0.0,-0.0,173655.6500000001
2022-04-12,874.45,763.85,733.4073694682063,0.6519638052184733,0.0,0.0,-0.0,-0.0,173655.6500000001
2022-04-13,859.85,762.25,719.1028047092233,0.2496327167577959,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-18,857.0,757.8,717.0744839733019,0.19258404011643576,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-19,841.95,766.3,700.4549842553989,-0.27485705465555194,0.0,0.0,-0.0,-0.0,173655.6500000001
2022-04-20,858.7,755.55,719.1899397809822,0.2520834832686637,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-21,864.05,762.35,723.2843400066597,0.36724284163753723,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-22,838.55,747.65,700.4986512835037,-0.2736288730755283,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-25,823.1,752.2,684.2085073168616,-0.731806487264343,0.0,0.0,-0.0,-0.0,173655.6500000001
2022-04-26,830.9,753.75,691.7223044271263,-0.5204729569696113,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-27,815.4,736.7,679.3705362142141,-0.8678795669046826,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-28,824.45,747.15,686.4909747963217,-0.6676096633231904,0.0,0.0,-0.0,0.0,173655.6500000001
2022-04-29,826.4,743.3,689.1518658450188,-0.5927692742630956,0.0,0.0,-0.0,0.0,173655.6500000001
2022-05-02,824.8,741.0,687.9765540039808,-0.6258261690552702,0.0,0.0,-0.0,0.0,173655.6500000001
2022-05-04,798.45,724.25,664.7193916833781,-1.2799585798354476,0.0,0.0,-0.0,0.0,173655.6500000001
2022-05-05,792.75,728.8,658.1792477167359,-1.4639070805499703,0.0,0.0,-0.0,-0.0,173655.6500000001
2022-05-06,786.15,719.25,653.3426268115563,-1.5999421844513695,1.0,1272.0,-257.0,-1000.0,172655.6500000001
2022-05-09,781.15,710.35,649.9859853397136,-1.6943512936897798,1.0,1280.0,-260.0,-4072.7000000000057,168582.9500000001
2022-05-10,782.8,711.3,651.4605706653597,-1.6528770140390987,1.0,1277.0,-260.0,1864.9999999999886,170447.9500000001
2022-05-11,776.8,714.2,644.9250942910163,-1.8366942337589351,1.0,1287.0,-259.0,-8416.000000000024,162031.95000000007
2022-05-12,776.0,695.8,647.5225995627125,-1.7636366370510324,1.0,1289.0,-265.0,3736.0000000000828,165767.95000000016
2022-05-13,784.85,677.35,659.7793371856902,-1.418902863467825,1.0,1274.0,-273.0,16296.90000000001,182064.85000000018
2022-05-16,777.7,683.0,651.5860814908489,-1.6493468886641933,1.0,1286.0,-270.0,-10651.549999999965,171413.30000000022
2022-05-17,780.8,710.0,649.700611798686,-1.702377727860549,1.0,1281.0,-260.0,-3303.400000000117,168109.9000000001
2022-05-18,781.15,707.35,650.5399264166206,-1.6787711121064768,1.0,1280.0,-261.0,1137.350000000023,169247.25000000015
2022-05-19,785.9,690.3,658.4381582037086,-1.4566249479026143,1.0,1272.0,-267.0,10530.050000000017,179777.30000000016
2022-05-20,849.8,709.55,718.7837029602222,0.24065764088736807,0.0,0.0,-0.0,75141.04999999997,254918.35000000015
2022-05-23,855.0,711.05,723.7067324217687,0.3791230772820104,0.0,0.0,-0.0,0.0,254918.35000000015
2022-05-24,869.4,708.15,738.6422087961121,0.7991992255335495,0.0,0.0,-0.0,0.0,254918.35000000015
2022-05-25,861.5,713.35,729.7820442628067,0.5499976803843446,0.0,0.0,-0.0,-0.0,254918.35000000015
2022-05-26,860.85,728.5,726.3346418244266,0.4530358224903848,0.0,0.0,-0.0,-0.0,254918.35000000015
2022-05-27,878.1,739.8,741.4981304347436,0.8795250572375497,0.0,0.0,-0.0,0.0,254918.35000000015
2022-05-30,874.05,748.5,735.8417013117135,0.7204319758181883,0.0,0.0,-0.0,-0.0,254918.35000000015
2022-05-31,873.95,752.85,734.9384867501984,0.6950281062303582,0.0,0.0,-0.0,-0.0,254918.35000000015
2022-06-01,863.8,752.65,724.8254161553255,0.41058724636010085,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-02,866.65,749.75,728.2108925296689,0.5058073678805493,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-03,868.0,744.3,730.5672188193832,0.5720815493661451,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-06,861.15,746.75,723.2648336065758,0.3666942034014274,0.0,0.0,-0.0,-0.0,254918.35000000015
2022-06-07,828.8,735.25,693.0382744013858,-0.48345990267217837,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-08,839.85,729.5,705.1499947987909,-0.14280489269997645,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-09,864.6,732.75,729.299891965475,0.5364366345323579,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-10,870.3,720.0,737.3541415423296,0.7629709649079031,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-13,853.45,688.0,726.4128463626705,0.45523540825369624,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-14,862.2,685.5,735.6244639267597,0.7143219434603083,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-15,867.1,687.25,740.2013316318972,0.8430512125135391,0.0,0.0,-0.0,0.0,254918.35000000015
2022-06-16,857.5,678.5,732.2169931062092,0.6184832047619375,0.0,0.0,-0.0,0.0,254918.35000000015
