date,HEROMOTOCO-ICICIBANK,COALINDIA-ONGC,HEROMOTOCO-KOTAKBANK,HINDALCO-TATAMOTORS,BRITANNIA-MARUTI,Yearly_PnL,Cumulative_PnL,HCLTECH-WIPRO,EICHERMOT-M&M,HINDUNILVR-TATASTEEL,HINDUNILVR-KOTAKBANK,HCLTECH-TCS,ASIANPAINT-WIPRO,NTPC-ONGC,BRITANNIA-HINDUNILVR,SUNPHARMA-WIPRO,ONGC-WIPRO,HDFCBANK-LT,HCLTECH-ONGC,BPCL-ONGC,DRREDDY-ICICIBANK,BAJAJFINSV-TATAMOTORS,AXISBANK-TATACONSUM,BHARTIARTL-GRASIM,GRASIM-TITAN,BAJAJFINSV-INDUSINDBK,NESTLEIND-TATACONSUM,NESTLEIND-RELIANCE,KOTAKBANK-UPL,CIPLA-HINDUNILVR,LT-TECHM,Total_PnL,Cumulative_Total
2019-02-22,0.0,0.0,0.0,3585.3999999998778,0.0,3585.3999999998778,724387.9500000005,,,,,,,,,,,,,,,,,,,,,,,,,3585.3999999998778,724387.9500000005
2019-02-25,0.0,0.0,0.0,-1882.7999999999254,0.0,-1882.7999999999254,722505.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,-1882.7999999999254,722505.1500000006
2019-02-26,-0.0,0.0,-0.0,-10080.900000000009,0.0,-10080.900000000009,712424.2500000006,,,,,,,,,,,,,,,,,,,,,,,,,-10080.900000000009,712424.2500000006
2019-02-27,-0.0,0.0,-0.0,4652.849999999957,-0.0,4652.849999999957,717077.1000000006,,,,,,,,,,,,,,,,,,,,,,,,,4652.849999999957,717077.1000000006
2019-02-28,0.0,0.0,-0.0,-1165.3999999999337,0.0,-1165.3999999999337,715911.7000000007,,,,,,,,,,,,,,,,,,,,,,,,,-1165.3999999999337,715911.7000000007
2019-03-01,0.0,0.0,0.0,-2080.350000000004,0.0,-2080.350000000004,713831.3500000007,,,,,,,,,,,,,,,,,,,,,,,,,-2080.350000000004,713831.3500000007
2019-03-05,0.0,0.0,0.0,-6325.200000000028,-0.0,-6325.200000000028,707506.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,-6325.200000000028,707506.1500000006
2019-03-06,0.0,0.0,0.0,26075.0,0.0,26075.0,733581.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,26075.0,733581.1500000006
2019-03-07,-0.0,0.0,-0.0,-0.0,0.0,0.0,733581.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,0.0,733581.1500000006
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,733581.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,0.0,733581.1500000006
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,733581.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,0.0,733581.1500000006
2019-03-12,0.0,-1000.0,0.0,0.0,0.0,-1000.0,732581.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,732581.1500000006
2019-03-13,0.0,-556.2000000000262,-0.0,0.0,0.0,-556.2000000000262,732024.9500000005,,,,,,,,,,,,,,,,,,,,,,,,,-556.2000000000262,732024.9500000005
2019-03-14,-0.0,-8154.89999999982,0.0,0.0,0.0,-8154.89999999982,723870.0500000007,,,,,,,,,,,,,,,,,,,,,,,,,-8154.89999999982,723870.0500000007
2019-03-15,0.0,41034.499999999876,0.0,-0.0,0.0,41034.499999999876,764904.5500000006,,,,,,,,,,,,,,,,,,,,,,,,,41034.499999999876,764904.5500000006
2019-03-18,0.0,-11497.949999999923,0.0,0.0,0.0,-11497.949999999923,753406.6000000007,,,,,,,,,,,,,,,,,,,,,,,,,-11497.949999999923,753406.6000000007
2019-03-19,0.0,27025.799999999872,0.0,0.0,0.0,27025.799999999872,780432.4000000006,,,,,,,,,,,,,,,,,,,,,,,,,27025.799999999872,780432.4000000006
2019-03-20,-0.0,-20137.750000000022,0.0,0.0,0.0,-20137.750000000022,760294.6500000006,,,,,,,,,,,,,,,,,,,,,,,,,-20137.750000000022,760294.6500000006
2019-03-22,-0.0,26404.50000000005,-0.0,0.0,-1000.0,25404.50000000005,785699.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,25404.50000000005,785699.1500000006
2019-03-25,-0.0,0.0,-0.0,0.0,940.2499999999998,940.2499999999998,786639.4000000006,,,,,,,,,,,,,,,,,,,,,,,,,940.2499999999998,786639.4000000006
2019-03-26,0.0,-0.0,0.0,0.0,622.6999999999416,622.6999999999416,787262.1000000006,,,,,,,,,,,,,,,,,,,,,,,,,622.6999999999416,787262.1000000006
2019-03-27,-0.0,-0.0,-0.0,0.0,-2861.3499999999904,-2861.3499999999904,784400.7500000006,,,,,,,,,,,,,,,,,,,,,,,,,-2861.3499999999904,784400.7500000006
2019-03-28,0.0,0.0,0.0,-0.0,4260.299999999971,4260.299999999971,788661.0500000005,,,,,,,,,,,,,,,,,,,,,,,,,4260.299999999971,788661.0500000005
2019-03-29,0.0,0.0,0.0,0.0,7613.050000000068,7613.050000000068,796274.1000000006,,,,,,,,,,,,,,,,,,,,,,,,,7613.050000000068,796274.1000000006
2019-04-01,0.0,0.0,0.0,-1000.0,20294.40000000001,19294.40000000001,815568.5000000006,,,,,,,,,,,,,,,,,,,,,,,,,19294.40000000001,815568.5000000006
2019-04-02,0.0,0.0,0.0,16524.000000000073,19752.20000000003,36276.2000000001,851844.7000000007,,,,,,,,,,,,,,,,,,,,,,,,,36276.2000000001,851844.7000000007
2019-04-03,0.0,0.0,0.0,2583.4000000000074,-0.0,2583.4000000000074,854428.1000000007,,,,,,,,,,,,,,,,,,,,,,,,,2583.4000000000074,854428.1000000007
2019-04-04,0.0,0.0,0.0,30595.300000000014,0.0,30595.300000000014,885023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,30595.300000000014,885023.4000000007
2019-04-05,0.0,-0.0,0.0,0.0,0.0,0.0,885023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,0.0,885023.4000000007
2019-04-08,-0.0,-0.0,0.0,0.0,-0.0,0.0,885023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,0.0,885023.4000000007
2019-04-09,0.0,0.0,0.0,0.0,-0.0,0.0,885023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,0.0,885023.4000000007
2019-04-10,-0.0,0.0,0.0,-0.0,0.0,0.0,885023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,0.0,885023.4000000007
2019-04-11,0.0,0.0,0.0,-0.0,-0.0,0.0,885023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,0.0,885023.4000000007
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,885023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,0.0,885023.4000000007
2019-04-15,0.0,-1000.0,0.0,0.0,0.0,-1000.0,884023.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,884023.4000000007
2019-04-16,0.0,29084.000000000022,0.0,0.0,0.0,29084.000000000022,913107.4000000007,,,,,,,,,,,,,,,,,,,,,,,,,29084.000000000022,913107.4000000007
2019-04-18,0.0,1946.1000000000736,0.0,-0.0,0.0,1946.1000000000736,915053.5000000008,,,,,,,,,,,,,,,,,,,,,,,,,1946.1000000000736,915053.5000000008
2019-04-22,-0.0,-26124.9,-0.0,-1000.0,0.0,-27124.9,887928.6000000008,,,,,,,,,,,,,,,,,,,,,,,,,-27124.9,887928.6000000008
2019-04-23,0.0,37437.149999999994,-0.0,3251.2999999999306,0.0,40688.449999999924,928617.0500000007,,,,,,,,,,,,,,,,,,,,,,,,,40688.449999999924,928617.0500000007
2019-04-24,0.0,47191.90000000005,0.0,10674.299999999983,0.0,57866.20000000003,986483.2500000008,,,,,,,,,,,,,,,,,,,,,,,,,57866.20000000003,986483.2500000008
2019-04-25,0.0,-0.0,0.0,-18668.699999999884,0.0,-18668.699999999884,967814.550000001,,,,,,,,,,,,,,,,,,,,,,,,,-18668.699999999884,967814.550000001
2019-04-26,0.0,0.0,0.0,30642.29999999997,0.0,30642.29999999997,998456.8500000009,,,,,,,,,,,,,,,,,,,,,,,,,30642.29999999997,998456.8500000009
2019-04-30,0.0,0.0,0.0,25906.200000000008,0.0,25906.200000000008,1024363.0500000009,,,,,,,,,,,,,,,,,,,,,,,,,25906.200000000008,1024363.0500000009
2019-05-02,0.0,0.0,0.0,1834.4499999998898,-0.0,1834.4499999998898,1026197.5000000007,,,,,,,,,,,,,,,,,,,,,,,,,1834.4499999998898,1026197.5000000007
2019-05-03,0.0,-0.0,0.0,-709.8499999999444,-1000.0,-1709.8499999999444,1024487.6500000007,,,,,,,,,,,,,,,,,,,,,,,,,-1709.8499999999444,1024487.6500000007
2019-05-06,-0.0,0.0,-0.0,-18400.29999999997,-11167.450000000015,-29567.749999999985,994919.9000000007,,,,,,,,,,,,,,,,,,,,,,,,,-29567.749999999985,994919.9000000007
2019-05-07,-0.0,-0.0,-0.0,19165.649999999947,-5395.949999999951,13769.699999999997,1008689.6000000007,,,,,,,,,,,,,,,,,,,,,,,,,13769.699999999997,1008689.6000000007
2019-05-08,-1000.0,0.0,-0.0,4623.200000000048,2300.3499999999503,5923.549999999998,1014613.1500000007,,,,,,,,,,,,,,,,,,,,,,,,,5923.549999999998,1014613.1500000007
2019-05-09,12248.450000000024,-0.0,0.0,-0.0,9943.700000000026,22192.150000000052,1036805.3000000007,,,,,,,,,,,,,,,,,,,,,,,,,22192.150000000052,1036805.3000000007
2019-05-10,4287.6000000002805,0.0,0.0,0.0,5687.650000000005,9975.250000000286,1046780.550000001,,,,,,,,,,,,,,,,,,,,,,,,,9975.250000000286,1046780.550000001
2019-05-13,-38071.45000000012,0.0,0.0,0.0,104.20000000001892,-37967.2500000001,1008813.3000000009,,,,,,,,,,,,,,,,,,,,,,,,,-37967.2500000001,1008813.3000000009
2019-05-14,18420.399999999845,-0.0,-0.0,0.0,6152.8499999999085,24573.249999999753,1033386.5500000006,,,,,,,,,,,,,,,,,,,,,,,,,24573.249999999753,1033386.5500000006
2019-05-15,-22007.64999999981,0.0,0.0,0.0,715.5000000000241,-21292.149999999783,1012094.4000000008,,,,,,,,,,,,,,,,,,,,,,,,,-21292.149999999783,1012094.4000000008
2019-05-16,36232.44999999998,-1000.0,0.0,0.0,11344.799999999952,46577.249999999935,1058671.6500000008,,,,,,,,,,,,,,,,,,,,,,,,,46577.249999999935,1058671.6500000008
2019-05-17,73773.24999999994,6619.799999999952,0.0,-0.0,10933.60000000003,91326.64999999994,1149998.3000000007,,,,,,,,,,,,,,,,,,,,,,,,,91326.64999999994,1149998.3000000007
2019-05-20,0.0,-65383.65000000012,0.0,0.0,-11741.000000000065,-77124.65000000018,1072873.6500000006,,,,,,,,,,,,,,,,,,,,,,,,,-77124.65000000018,1072873.6500000006
2019-05-21,-0.0,7683.75,-0.0,0.0,27210.75,34894.5,1107768.1500000006,,,,,,,,,,,,,,,,,,,,,,,,,34894.5,1107768.1500000006
2019-05-22,0.0,242.5500000000502,0.0,0.0,139.50000000010505,382.05000000015525,1108150.2000000007,,,,,,,,,,,,,,,,,,,,,,,,,382.05000000015525,1108150.2000000007
2019-05-23,0.0,35341.79999999998,0.0,0.0,-6368.950000000086,28972.849999999897,1137123.0500000005,,,,,,,,,,,,,,,,,,,,,,,,,28972.849999999897,1137123.0500000005
2019-05-24,-1000.0,1268.7499999999995,-1000.0,0.0,-3847.7999999998538,-4579.049999999854,1132544.0000000007,,,,,,,,,,,,,,,,,,,,,,,,,-4579.049999999854,1132544.0000000007
2019-05-27,-12354.250000000002,2531.7999999999506,-4490.050000000019,0.0,17180.799999999992,2868.299999999921,1135412.3000000005,,,,,,,,,,,,,,,,,,,,,,,,,2868.299999999921,1135412.3000000005
2019-05-28,33425.49999999992,15549.599999999928,36022.7,0.0,-2618.5500000000543,82379.24999999978,1217791.5500000003,,,,,,,,,,,,,,,,,,,,,,,,,82379.24999999978,1217791.5500000003
2019-05-29,50432.79999999997,29917.500000000004,5478.299999999928,0.0,18376.79999999999,104205.39999999989,1321996.9500000002,,,,,,,,,,,,,,,,,,,,,,,,,104205.39999999989,1321996.9500000002
2019-05-30,-7919.2999999998365,25687.550000000185,-4741.499999999857,0.0,-9027.299999999968,3999.450000000523,1325996.4000000006,,,,,,,,,,,,,,,,,,,,,,,,,3999.450000000523,1325996.4000000006
2019-05-31,22490.89999999993,0.0,18604.499999999858,0.0,10931.149999999878,52026.54999999967,1378022.9500000002,,,,,,,,,,,,,,,,,,,,,,,,,52026.54999999967,1378022.9500000002
2019-06-03,-1000.0,0.0,-65738.19999999997,0.0,0.0,-66738.19999999997,1311284.7500000002,,,,,,,,,,,,,,,,,,,,,,,,,-66738.19999999997,1311284.7500000002
2019-06-04,47490.14999999988,0.0,31915.8500000001,0.0,-0.0,79405.99999999997,1390690.7500000002,,,,,,,,,,,,,,,,,,,,,,,,,79405.99999999997,1390690.7500000002
2019-06-06,17552.89999999998,-1000.0,-6767.950000000106,0.0,0.0,9784.949999999873,1400475.7000000002,,,,,,,,,,,,,,,,,,,,,,,,,9784.949999999873,1400475.7000000002
2019-06-07,-11556.600000000115,-1523.1000000000677,10643.19999999995,0.0,0.0,-2436.500000000233,1398039.2,,,,,,,,,,,,,,,,,,,,,,,,,-2436.500000000233,1398039.2
2019-06-10,8767.800000000068,1137.0500000000466,10409.600000000086,0.0,0.0,20314.4500000002,1418353.6500000001,,,,,,,,,,,,,,,,,,,,,,,,,20314.4500000002,1418353.6500000001
2019-06-11,-33588.45000000003,41409.1,-13850.400000000089,0.0,-0.0,-6029.750000000124,1412323.9,,,,,,,,,,,,,,,,,,,,,,,,,-6029.750000000124,1412323.9
2019-06-12,31734.45000000006,19424.049999999952,27790.399999999987,0.0,0.0,78948.9,1491272.7999999998,,,,,,,,,,,,,,,,,,,,,,,,,78948.9,1491272.7999999998
2019-06-13,2126.3500000000104,0.0,297.9500000001044,0.0,0.0,2424.300000000115,1493697.0999999999,,,,,,,,,,,,,,,,,,,,,,,,,2424.300000000115,1493697.0999999999
2019-06-14,19985.199999999986,-0.0,24604.09999999993,0.0,0.0,44589.299999999916,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,44589.299999999916,1538286.3999999997
2019-06-17,-0.0,0.0,-0.0,0.0,0.0,0.0,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1538286.3999999997
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1538286.3999999997
2019-06-19,-0.0,-0.0,0.0,0.0,0.0,0.0,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1538286.3999999997
2019-06-20,0.0,0.0,0.0,0.0,-0.0,0.0,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1538286.3999999997
2019-06-21,-0.0,0.0,-0.0,0.0,0.0,0.0,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1538286.3999999997
2019-06-24,-0.0,0.0,-0.0,0.0,-0.0,0.0,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1538286.3999999997
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,1538286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1538286.3999999997
2019-06-26,0.0,0.0,0.0,-1000.0,0.0,-1000.0,1537286.3999999997,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,1537286.3999999997
2019-06-27,0.0,-0.0,0.0,18371.5,-0.0,18371.5,1555657.8999999997,,,,,,,,,,,,,,,,,,,,,,,,,18371.5,1555657.8999999997
2019-06-28,-0.0,0.0,-0.0,-9721.100000000057,0.0,-9721.100000000057,1545936.7999999996,,,,,,,,,,,,,,,,,,,,,,,,,-9721.100000000057,1545936.7999999996
2019-07-01,0.0,0.0,0.0,-324.49999999998727,0.0,-324.49999999998727,1545612.2999999996,,,,,,,,,,,,,,,,,,,,,,,,,-324.49999999998727,1545612.2999999996
2019-07-02,-0.0,0.0,-0.0,-8652.399999999945,0.0,-8652.399999999945,1536959.8999999997,,,,,,,,,,,,,,,,,,,,,,,,,-8652.399999999945,1536959.8999999997
2019-07-03,-0.0,-0.0,0.0,831.4500000000448,0.0,831.4500000000448,1537791.3499999996,,,,,,,,,,,,,,,,,,,,,,,,,831.4500000000448,1537791.3499999996
2019-07-04,0.0,0.0,0.0,13213.399999999881,0.0,13213.399999999881,1551004.7499999995,,,,,,,,,,,,,,,,,,,,,,,,,13213.399999999881,1551004.7499999995
2019-07-05,0.0,0.0,0.0,29889.0,0.0,29889.0,1580893.7499999995,,,,,,,,,,,,,,,,,,,,,,,,,29889.0,1580893.7499999995
2019-07-08,-1000.0,0.0,-1000.0,0.0,0.0,-2000.0,1578893.7499999995,,,,,,,,,,,,,,,,,,,,,,,,,-2000.0,1578893.7499999995
2019-07-09,38627.45000000001,-0.0,22919.749999999905,0.0,0.0,61547.19999999992,1640440.9499999995,,,,,,,,,,,,,,,,,,,,,,,,,61547.19999999992,1640440.9499999995
2019-07-10,-9149.100000000053,0.0,-13396.69999999996,0.0,0.0,-22545.800000000014,1617895.1499999994,,,,,,,,,,,,,,,,,,,,,,,,,-22545.800000000014,1617895.1499999994
2019-07-11,29440.800000000218,0.0,50660.40000000014,0.0,-0.0,80101.20000000036,1697996.3499999999,,,,,,,,,,,,,,,,,,,,,,,,,80101.20000000036,1697996.3499999999
2019-07-12,26756.500000000004,0.0,24194.400000000023,0.0,0.0,50950.90000000002,1748947.25,,,,,,,,,,,,,,,,,,,,,,,,,50950.90000000002,1748947.25
2019-07-15,-0.0,-0.0,0.0,0.0,-0.0,0.0,1748947.25,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1748947.25
2019-07-16,0.0,0.0,-0.0,-0.0,-0.0,0.0,1748947.25,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1748947.25
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,1748947.25,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1748947.25
2019-07-18,-0.0,0.0,0.0,0.0,0.0,0.0,1748947.25,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1748947.25
2019-07-19,-1000.0,0.0,-1000.0,0.0,0.0,-2000.0,1746947.25,,,,,,,,,,,,,,,,,,,,,,,,,-2000.0,1746947.25
2019-07-22,12178.699999999833,-0.0,-11073.700000000175,0.0,-0.0,1104.999999999658,1748052.2499999998,,,,,,,,,,,,,,,,,,,,,,,,,1104.999999999658,1748052.2499999998
2019-07-23,30360.85000000011,0.0,45144.40000000018,0.0,0.0,75505.25000000029,1823557.5,,,,,,,,,,,,,,,,,,,,,,,,,75505.25000000029,1823557.5
2019-07-24,-42285.99999999999,0.0,-26501.000000000022,0.0,0.0,-68787.00000000001,1754770.5,,,,,,,,,,,,,,,,,,,,,,,,,-68787.00000000001,1754770.5
2019-07-25,-5218.6000000000395,-0.0,-12291.800000000076,0.0,0.0,-17510.400000000114,1737260.0999999999,,,,,,,,,,,,,,,,,,,,,,,,,-17510.400000000114,1737260.0999999999
2019-07-26,63841.85000000008,0.0,46351.200000000055,0.0,-0.0,110193.05000000013,1847453.15,,,,,,,,,,,,,,,,,,,,,,,,,110193.05000000013,1847453.15
2019-07-29,30068.300000000097,0.0,-30257.899999999965,0.0,0.0,-189.59999999986758,1847263.55,,,,,,,,,,,,,,,,,,,,,,,,,-189.59999999986758,1847263.55
2019-07-30,-79359.5,-1000.0,-64802.099999999984,0.0,0.0,-145161.59999999998,1702101.9500000002,,,,,,,,,,,,,,,,,,,,,,,,,-145161.59999999998,1702101.9500000002
2019-07-31,42001.89999999987,25570.399999999932,53556.69999999984,0.0,0.0,121128.99999999964,1823230.9499999997,,,,,,,,,,,,,,,,,,,,,,,,,121128.99999999964,1823230.9499999997
