date,pnl_1,pnl_2,pnl_3,pnl_4,pnl_5,yearly_pnl,cumulative_pnl,year
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
2022-01-04,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2022
2022-01-05,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2022
2022-01-06,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,2022
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
2022-01-10,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2022
2022-01-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2022
2022-01-12,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,2022
2022-01-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2022
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
2022-01-17,-1000.0,-1000.0,-0.0,0.0,0.0,-2000.0,-2000.0,2022
2022-01-18,4977.0499999999765,10922.550000000007,-1000.0,-0.0,0.0,14899.599999999984,12899.599999999984,2022
2022-01-19,-35620.69999999999,-4518.499999999987,-36304.55000000002,0.0,-1000.0,-77443.75,-64544.150000000016,2022
2022-01-20,13773.800000000027,-1331.250000000005,13507.650000000009,0.0,5986.90000000005,31937.10000000008,-32607.049999999937,2022
2022-01-21,11578.29999999993,12423.649999999967,15241.999999999964,-1000.0,-10346.450000000046,27897.49999999981,-4709.550000000127,2022
2022-01-24,-22137.849999999933,0.0,-17187.199999999906,2670.699999999997,-19512.449999999903,-56166.79999999975,-60876.349999999875,2022
2022-01-25,-1353.2000000000453,0.0,2642.4499999999052,-856.9499999999489,17596.59999999996,18028.89999999987,-42847.450000000004,2022
2022-01-27,-9897.449999999955,0.0,-10054.349999999919,7293.949999999932,-2040.750000000014,-14698.599999999955,-57546.04999999996,2022
2022-01-28,-11883.500000000071,0.0,-15512.900000000109,-6714.549999999976,-7225.700000000037,-41336.6500000002,-98882.70000000016,2022
2022-01-31,-9599.599999999928,0.0,-16078.399999999907,8155.599999999991,14829.750000000047,-2692.649999999794,-101575.34999999995,2022
2022-02-01,9227.500000000027,0.0,13518.500000000007,-6885.449999999984,-25169.04999999997,-9308.499999999918,-110883.84999999986,2022
2022-02-02,2860.349999999885,0.0,4207.3499999999,19684.59999999997,4701.099999999965,31453.39999999972,-79430.45000000014,2022
2022-02-03,13942.000000000071,0.0,16749.40000000005,-0.0,656.3499999999894,31347.75000000011,-48082.70000000003,2022
2022-02-04,-12548.00000000001,0.0,-9608.249999999978,0.0,-7541.099999999948,-29697.349999999933,-77780.04999999996,2022
2022-02-07,-17670.49999999998,0.0,-13540.400000000007,0.0,-11509.700000000077,-42720.600000000064,-120500.65000000002,2022
2022-02-08,25223.800000000047,0.0,26191.150000000052,0.0,20899.550000000014,72314.50000000012,-48186.14999999991,2022
2022-02-09,17951.79999999998,0.0,18201.400000000005,0.0,4382.400000000077,40535.60000000006,-7650.54999999985,2022
2022-02-10,-23314.90000000002,0.0,-25377.950000000063,0.0,-23154.00000000002,-71846.8500000001,-79497.39999999994,2022
2022-02-11,-343.80000000007203,0.0,816.199999999963,0.0,2318.949999999972,2791.349999999863,-76706.05000000008,2022
2022-02-14,1297.6500000001097,0.0,7262.550000000087,0.0,-8840.250000000016,-280.0499999998192,-76986.09999999989,2022
2022-02-15,18984.74999999989,0.0,13919.8999999999,0.0,17802.249999999938,50706.89999999973,-26279.200000000157,2022
2022-02-16,-21257.05000000003,0.0,-22980.050000000032,0.0,-2086.5999999999367,-46323.7,-72602.90000000015,2022
2022-02-17,-14783.699999999946,-0.0,-16896.449999999943,-0.0,-9710.100000000011,-41390.2499999999,-113993.15000000005,2022
2022-02-18,16911.649999999972,0.0,19388.54999999998,0.0,9589.399999999967,45889.59999999992,-68103.55000000013,2022
2022-02-21,23840.299999999992,0.0,21808.5,0.0,3552.500000000039,49201.300000000025,-18902.25000000011,2022
2022-02-22,0.0,0.0,-0.0,0.0,-27261.449999999957,-27261.449999999957,-46163.70000000007,2022
2022-02-23,-0.0,0.0,0.0,-0.0,13754.999999999993,13754.999999999993,-32408.700000000077,2022
2022-02-24,0.0,0.0,0.0,-1000.0,-32569.70000000005,-33569.700000000055,-65978.40000000014,2022
2022-02-25,0.0,0.0,0.0,6393.400000000036,-976.200000000028,5417.200000000008,-60561.20000000013,2022
2022-02-28,0.0,-0.0,-0.0,-6734.150000000082,22565.150000000052,15830.99999999997,-44730.20000000016,2022
2022-03-02,0.0,-1000.0,-0.0,-7137.799999999998,-20003.499999999938,-28141.299999999937,-72871.50000000009,2022
2022-03-03,0.0,4371.000000000008,0.0,-8274.79999999994,-10587.850000000142,-14491.650000000074,-87363.15000000017,2022
2022-03-04,-0.0,5422.899999999991,0.0,11674.599999999955,15932.150000000027,33029.64999999997,-54333.5000000002,2022
2022-03-07,-1000.0,-5555.800000000032,-1000.0,-23462.399999999965,-73349.59999999992,-104367.79999999992,-158701.3000000001,2022
2022-03-08,39673.39999999998,-3340.0999999999913,38890.84999999996,6483.699999999964,0.0,81707.84999999992,-76993.45000000019,2022
2022-03-09,15755.599999999959,15434.20000000006,17681.299999999963,8480.8,0.0,57351.89999999998,-19641.550000000207,2022
2022-03-10,5830.65000000007,3274.199999999979,0.0,9461.699999999983,0.0,18566.550000000032,-1075.0000000001746,2022
2022-03-11,-6958.699999999974,1886.1499999999478,0.0,-1410.3999999999169,0.0,-6482.949999999943,-7557.950000000118,2022
2022-03-14,21385.399999999896,17502.900000000016,0.0,-4790.300000000079,0.0,34097.99999999984,26540.049999999723,2022
2022-03-15,0.0,0.0,0.0,-2268.849999999905,0.0,-2268.849999999905,24271.19999999982,2022
2022-03-16,0.0,0.0,-1000.0,8548.349999999902,0.0,7548.349999999902,31819.54999999972,2022
2022-03-17,0.0,0.0,15670.199999999986,-12823.699999999997,0.0,2846.499999999989,34666.04999999971,2022
2022-03-21,0.0,-1000.0,14526.550000000021,-6910.25,0.0,6616.300000000021,41282.34999999973,2022
2022-03-22,0.0,-113.15000000004102,0.0,9362.650000000047,0.0,9249.500000000005,50531.84999999974,2022
2022-03-23,0.0,5425.30000000005,0.0,1102.8999999999855,0.0,6528.200000000035,57060.04999999977,2022
2022-03-24,0.0,16383.89999999995,0.0,11501.39999999997,0.0,27885.299999999923,84945.34999999969,2022
2022-03-25,0.0,0.0,0.0,14470.899999999983,0.0,14470.899999999983,99416.24999999967,2022
2022-03-28,0.0,0.0,-0.0,0.0,0.0,0.0,99416.24999999967,2022
2022-03-29,-0.0,0.0,0.0,-0.0,0.0,0.0,99416.24999999967,2022
2022-03-30,-1000.0,0.0,0.0,-1000.0,0.0,-2000.0,97416.24999999967,2022
2022-03-31,12762.250000000022,0.0,-0.0,4535.350000000042,0.0,17297.600000000064,114713.84999999973,2022
2022-04-01,15982.649999999925,-1000.0,0.0,-5264.400000000076,0.0,9718.249999999849,124432.09999999958,2022
2022-04-04,-960.0999999999175,-60435.999999999985,0.0,-2504.349999999983,0.0,-63900.44999999989,60531.649999999696,2022
2022-04-05,19491.19999999991,21418.44999999999,0.0,17653.949999999968,0.0,58563.59999999987,119095.24999999956,2022
2022-04-06,0.0,26950.80000000004,-0.0,1444.8000000000957,0.0,28395.600000000137,147490.8499999997,2022
2022-04-07,0.0,10014.19999999996,0.0,-9754.000000000076,0.0,260.1999999998843,147751.04999999958,2022
2022-04-08,0.0,1733.649999999968,-0.0,3544.4999999999836,0.0,5278.149999999951,153029.19999999955,2022
2022-04-11,0.0,-669.5,-0.0,1699.2000000000608,0.0,1029.7000000000608,154058.89999999962,2022
2022-04-12,0.0,-5065.799999999951,0.0,8035.799999999981,0.0,2970.00000000003,157028.89999999964,2022
2022-04-13,0.0,15294.849999999962,-1000.0,2385.000000000001,0.0,16679.849999999962,173708.7499999996,2022
2022-04-18,-1000.0,26632.849999999988,-11237.70000000004,13804.29999999997,0.0,28199.449999999917,201908.19999999952,2022
2022-04-19,-9593.449999999993,-1000.0,-11575.349999999973,0.0,0.0,-22168.799999999967,179739.39999999956,2022
