Date,Price_A,Price_B,Spread,ZScore,Position,Quantity_A,Quantity_B,Daily_PnL,Cumulative_PnL
2018-01-01,119.45,262.3,53.2953339909341,2.658286893702633,0.0,0.0,-0.0,0.0,0.0
2018-01-02,118.4,260.75,52.636259390530185,2.51412095721244,-1.0,-8446.0,967.0,-1000.0,-1000.0
2018-01-03,117.35,261.15,51.48537541644086,2.262376669366329,-1.0,-8522.0,966.0,9255.100000000073,8255.100000000073
2018-01-04,119.0,261.55,53.03449144235155,2.6012302110906114,-1.0,-8403.0,964.0,-13674.900000000016,-5419.799999999943
2018-01-05,118.4,262.9,52.094008029800136,2.395508928794382,-1.0,-8446.0,959.0,6343.19999999992,923.3999999999769
2018-01-08,119.15,265.6,52.16304120469728,2.4106092411138658,-1.0,-8393.0,950.0,-3745.1999999999566,-2821.7999999999797
2018-01-09,120.05,270.55,51.81460202534204,2.3343916770159057,-1.0,-8330.0,932.0,-2851.19999999994,-5672.99999999992
2018-01-10,118.85,269.4,50.90464345084882,2.1353473958697355,-1.0,-8414.0,936.0,8924.199999999992,3251.2000000000717
2018-01-11,118.7,269.8,50.653759476759504,2.080469051213756,-1.0,-8425.0,935.0,1636.4999999999602,4887.700000000032
2018-01-12,120.1,267.55,52.62123183101187,2.5108338297919746,-1.0,-8326.0,943.0,-13898.749999999927,-9011.049999999896
2018-01-15,117.15,267.6,49.65862133425071,1.86279259673657,-1.0,-8536.0,942.0,24608.84999999992,15597.800000000023
2018-01-16,114.4,261.7,48.39665995206806,1.5867512436555626,-1.0,-8741.0,964.0,17916.199999999968,33513.99999999999
2018-01-17,114.95,266.05,47.84954673384679,1.4670757328367654,-1.0,-8699.0,948.0,-614.1499999999533,32899.85000000004
2018-01-18,111.95,273.4,42.99580370995571,0.40536829016917625,0.0,0.0,-0.0,32064.799999999967,64964.65000000001
2018-01-19,111.95,274.55,42.70576228444894,0.34192464706184256,0.0,0.0,-0.0,0.0,64964.65000000001
2018-01-22,109.15,273.65,40.13275122614989,-0.22089562941668536,0.0,0.0,-0.0,0.0,64964.65000000001
2018-01-23,112.5,276.6,42.73873191724121,0.34913642245771265,0.0,0.0,-0.0,0.0,64964.65000000001
2018-01-24,116.05,281.45,45.065513731408316,0.8580965296173219,0.0,0.0,-0.0,0.0,64964.65000000001
2018-01-25,118.25,281.25,47.31595571845297,1.3503580678108942,0.0,0.0,-0.0,0.0,64964.65000000001
2018-01-29,113.35,275.65,43.82833135570333,0.5874753348491351,0.0,0.0,-0.0,0.0,64964.65000000001
2018-01-30,113.85,275.2,44.441825826553796,0.7216710766779206,0.0,0.0,-0.0,0.0,64964.65000000001
2018-01-31,114.45,271.4,46.00022358040226,1.0625549029854295,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-01,116.35,275.3,46.91660483303147,1.2630040803416533,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-02,111.4,275.35,41.95399433627031,0.1774829735304054,0.0,0.0,-0.0,-0.0,64964.65000000001
2018-02-05,110.35,279.25,39.92037558889952,-0.2673506629032408,0.0,0.0,-0.0,-0.0,64964.65000000001
2018-02-06,107.95,273.5,38.970582716433384,-0.4751082958735829,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-07,109.85,275.15,40.454436323314965,-0.15053025156822916,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-08,110.25,274.1,41.1192567552994,-0.005107472240800436,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-09,110.4,271.35,41.96283407716342,0.17941657789538118,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-12,111.05,269.85,42.99114897999833,0.40435011483211514,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-14,111.5,266.5,44.28605226299632,0.6875971772181098,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-15,113.75,268.1,46.13251636663907,1.0914926186962723,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-16,111.85,266.45,44.648662759757485,0.7669145743909187,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-19,110.75,264.1,44.14135610753219,0.6559463493054076,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-20,111.05,263.25,44.65573455247197,0.7684614578828987,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-21,111.3,268.2,43.65729537311675,0.5500629348142946,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-22,111.35,267.1,43.98472630186234,0.6216851554999832,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-23,109.4,269.05,41.542916928176965,0.08756392723212672,0.0,0.0,-0.0,-0.0,64964.65000000001
2018-02-26,110.6,266.55,43.373441766235146,0.4879728147624414,0.0,0.0,-0.0,0.0,64964.65000000001
2018-02-27,109.05,266.4,41.86127325651866,0.1572011703982756,0.0,0.0,-0.0,0.0,64964.65000000001
