date,pnl_1,pnl_2,pnl_3,pnl_4,pnl_5,yearly_pnl,cumulative_pnl,year
2021-01-01,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2021
2021-01-04,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,2021
2021-01-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2021
2021-01-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2021
2021-01-07,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,2021
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
2021-01-11,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2021
2021-01-12,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2021
2021-01-13,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2021
2021-01-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2021
2021-01-15,-1000.0,0.0,-1000.0,0.0,0.0,-2000.0,-2000.0,2021
2021-01-18,-7119.200000000062,0.0,13525.999999999987,0.0,0.0,6406.799999999926,4406.799999999926,2021
2021-01-19,1555.4500000000535,0.0,5905.750000000087,0.0,-0.0,7461.200000000141,11868.000000000065,2021
2021-01-20,-7167.400000000014,0.0,-26655.40000000003,-0.0,0.0,-33822.80000000005,-21954.79999999998,2021
2021-01-21,4419.7000000000235,-1000.0,-528.1000000000265,0.0,0.0,2891.5999999999967,-19063.199999999983,2021
2021-01-22,-7662.850000000019,22155.449999999997,-4422.09999999999,0.0,-0.0,10070.499999999989,-8992.699999999993,2021
2021-01-25,-6058.100000000042,-29852.949999999968,10092.900000000029,0.0,0.0,-25818.14999999998,-34810.84999999998,2021
2021-01-27,7674.749999999981,17912.099999999948,-22440.949999999975,0.0,0.0,3145.899999999954,-31664.950000000023,2021
2021-01-28,-449.34999999998126,-49276.30000000001,28133.649999999994,0.0,0.0,-21592.0,-53256.950000000026,2021
