date,pnl_1,pnl_2,pnl_3,pnl_4,pnl_5,yearly_pnl,cumulative_pnl,year
2023-01-02,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
2023-01-03,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2023
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
2023-01-05,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2023
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
2023-01-09,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,2023
2023-01-10,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2023
2023-01-11,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,2023
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
2023-01-13,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
2023-01-16,0.0,-1000.0,-1000.0,0.0,-1000.0,-3000.0,-3000.0,2023
2023-01-17,0.0,-6692.700000000015,-10290.700000000073,0.0,-3516.0000000000728,-20499.40000000016,-23499.40000000016,2023
2023-01-18,-1000.0,6850.399999999996,-2552.5499999999383,0.0,946.4999999999909,4244.350000000049,-19255.050000000112,2023
2023-01-19,-5402.499999999894,5699.700000000019,-5638.800000000054,0.0,-567.3999999999492,-5908.999999999878,-25164.04999999999,2023
2023-01-20,-10230.150000000045,-10801.799999999985,-11866.600000000035,0.0,-6973.900000000011,-39872.45000000007,-65036.50000000006,2023
2023-01-23,-3214.700000000015,-7036.8000000000175,-9051.099999999973,0.0,-8966.550000000041,-28269.150000000045,-93305.65000000011,2023
2023-01-24,1738.000000000015,-17796.44999999998,14037.999999999969,0.0,-9859.999999999998,-11880.449999999993,-105186.10000000011,2023
2023-01-25,-5635.000000000098,-2617.80000000009,5393.200000000041,0.0,-584.9999999999154,-3444.600000000063,-108630.70000000017,2023
2023-01-27,-1253.6999999998793,-33506.84999999996,-710.700000000031,-1000.0,-5414.800000000012,-41886.04999999989,-150516.75000000006,2023
2023-01-30,17281.049999999912,12955.100000000006,31645.250000000062,-1430.1999999999716,15043.799999999957,75494.99999999997,-75021.75000000009,2023
2023-01-31,-1853.5999999999133,-10546.900000000007,-20826.699999999964,3663.399999999986,-5299.299999999957,-34863.09999999985,-109884.84999999995,2023
2023-02-01,-41773.95000000005,-19735.19999999998,347.59999999996137,-16013.849999999986,-3666.0000000000537,-80841.40000000011,-190726.25000000006,2023
2023-02-02,3965.4500000000594,3525.9000000000106,16770.60000000004,9352.850000000015,5211.250000000055,38826.05000000018,-151900.1999999999,2023
2023-02-03,37423.04999999995,23547.500000000007,-7756.350000000035,15398.899999999958,5637.049999999968,74250.14999999986,-77650.05000000003,2023
2023-02-06,-940.9000000000192,6065.049999999955,-8958.000000000031,-1950.5500000000136,2043.3500000000322,-3741.0500000000766,-81391.10000000011,2023
2023-02-07,4397.100000000045,10407.100000000062,672.9000000000348,-1216.5000000000005,-1917.2000000000112,12343.400000000129,-69047.69999999998,2023
2023-02-08,5879.800000000021,816.0499999999593,20572.10000000002,-2159.6999999999707,13394.54999999997,38502.8,-30544.89999999998,2023
2023-02-09,16259.59999999994,14835.749999999996,0.0,-979.6500000000149,1167.30000000002,31282.99999999994,738.0999999999622,2023
2023-02-10,0.0,-10496.400000000027,-0.0,-3225.150000000014,-5665.800000000019,-19387.35000000006,-18649.2500000001,2023
2023-02-13,0.0,1234.7999999999984,-0.0,433.3000000000575,-10550.39999999997,-8882.299999999916,-27531.550000000014,2023
2023-02-14,-0.0,3015.4999999999845,0.0,5327.599999999958,-6739.150000000073,1603.9499999998689,-25927.600000000144,2023
2023-02-15,0.0,0.0,0.0,-6023.100000000043,11874.700000000053,5851.60000000001,-20076.000000000135,2023
2023-02-16,0.0,0.0,0.0,-5043.799999999971,1229.7499999999998,-3814.049999999971,-23890.050000000105,2023
2023-02-17,-1000.0,0.0,0.0,-2229.75,459.9000000000324,-2769.8499999999676,-26659.900000000074,2023
2023-02-20,-4787.100000000054,-0.0,-0.0,-2376.199999999957,-4861.750000000051,-12025.050000000061,-38684.950000000135,2023
2023-02-21,371.80000000003474,0.0,0.0,-4518.600000000087,72.45000000006269,-4074.3499999999894,-42759.30000000013,2023
2023-02-22,-14943.74999999996,0.0,-1000.0,-3903.0499999999556,-22974.6,-42821.399999999914,-85580.70000000004,2023
2023-02-23,-7641.19999999999,-0.0,6310.59999999989,10558.550000000016,7074.599999999902,16302.54999999982,-69278.15000000023,2023
2023-02-24,5434.200000000005,0.0,-7929.399999999957,4501.25,525.850000000054,2531.9000000001024,-66746.25000000013,2023
2023-02-27,848.8000000000296,0.0,-17375.649999999965,5614.400000000043,735.4000000000649,-10177.049999999828,-76923.29999999996,2023
2023-02-28,-10286.399999999981,-0.0,-11847.300000000074,-9734.0,3834.9499999999016,-28032.750000000153,-104956.0500000001,2023
2023-03-01,4356.449999999969,0.0,14833.000000000056,12588.09999999994,5389.549999999968,37167.09999999993,-67788.95000000017,2023
2023-03-02,466.24999999994475,0.0,-5559.599999999954,0.0,0.0,-5093.3500000000095,-72882.30000000018,2023
2023-03-03,6236.699999999954,0.0,-7167.900000000065,0.0,-0.0,-931.2000000001108,-73813.50000000029,2023
2023-03-06,12344.250000000015,0.0,-20077.10000000006,0.0,0.0,-7732.850000000046,-81546.35000000034,2023
2023-03-08,-0.0,0.0,-3438.5999999999444,0.0,0.0,-3438.5999999999444,-84984.95000000029,2023
2023-03-09,0.0,0.0,8833.599999999948,0.0,0.0,8833.599999999948,-76151.35000000034,2023
2023-03-10,0.0,-0.0,-3317.6999999999257,0.0,0.0,-3317.6999999999257,-79469.05000000026,2023
2023-03-13,-1000.0,0.0,-938.7500000000298,0.0,-1000.0,-2938.75000000003,-82407.8000000003,2023
2023-03-14,-6123.500000000073,0.0,3332.0000000000373,0.0,-1649.1499999999457,-4440.649999999981,-86848.45000000027,2023
2023-03-15,-494.35000000001605,0.0,-12975.000000000055,0.0,-8915.000000000011,-22384.350000000082,-109232.80000000035,2023
2023-03-16,6989.499999999999,0.0,-14200.600000000033,0.0,5080.45,-2130.650000000034,-111363.45000000039,2023
2023-03-17,3126.7500000000628,0.0,11502.400000000118,0.0,9239.750000000013,23868.90000000019,-87494.55000000019,2023
