date,pnl_1,pnl_2,pnl_3,pnl_4,pnl_5,yearly_pnl,cumulative_pnl,year
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
2024-01-02,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2024
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
2024-01-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,2024
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
2024-01-09,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2024
2024-01-10,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2024
2024-01-11,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,2024
2024-01-12,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2024
2024-01-15,-1000.0,-1000.0,-1000.0,-0.0,-0.0,-3000.0,-3000.0,2024
2024-01-16,7948.19999999998,2538.4999999999554,6195.0,0.0,0.0,16681.699999999935,13681.699999999935,2024
2024-01-17,-14975.09999999996,2694.90000000002,5100.499999999948,0.0,0.0,-7179.6999999999925,6501.999999999943,2024
2024-01-18,-8638.19999999999,-11128.200000000008,-10222.000000000035,-1000.0,0.0,-30988.40000000003,-24486.40000000009,2024
2024-01-19,2953.899999999987,-5216.700000000029,2533.9500000000176,12108.100000000002,-0.0,12379.249999999978,-12107.15000000011,2024
2024-01-20,-7376.649999999937,-290.59999999998126,-2473.2000000000703,-7225.049999999925,0.0,-17365.499999999913,-29472.650000000023,2024
2024-01-23,-24200.100000000064,-820.3000000000407,7407.4000000001215,-18050.70000000008,0.0,-35663.70000000006,-65136.350000000086,2024
2024-01-24,13291.600000000053,2467.649999999996,4038.7999999998756,22637.400000000085,-0.0,42435.45000000001,-22700.900000000074,2024
2024-01-25,9601.200000000019,5280.3000000000475,-9647.599999999878,3401.2999999999943,0.0,8635.20000000018,-14065.699999999893,2024
2024-01-29,-3988.800000000031,753.6000000000386,-33184.25,-4683.5,0.0,-41102.94999999999,-55168.649999999885,2024
2024-01-30,1054.3999999999583,7828.599999999933,13226.600000000015,1569.7499999999554,0.0,23679.34999999986,-31489.300000000025,2024
2024-01-31,3384.299999999989,4901.050000000014,-4285.700000000037,5382.649999999972,0.0,9382.299999999937,-22107.000000000087,2024
2024-02-01,-11030.24999999994,-12518.400000000014,-7352.550000000031,-18552.399999999936,0.0,-49453.59999999992,-71560.6,2024
2024-02-02,20279.39999999994,-14109.699999999973,-8619.150000000001,23854.949999999906,0.0,21405.49999999987,-50155.10000000014,2024
2024-02-05,371.25000000002,2528.799999999952,3010.6999999999634,-12354.599999999973,-0.0,-6443.850000000038,-56598.95000000017,2024
2024-02-06,-1045.499999999979,-7342.849999999929,2846.20000000007,3072.200000000016,0.0,-2469.9499999998216,-59068.899999999994,2024
2024-02-07,16097.25000000002,6359.849999999924,3209.149999999915,18955.95000000003,-0.0,44622.19999999989,-14446.700000000106,2024
2024-02-08,-14636.800000000032,349.2000000000262,-17628.19999999988,0.0,-0.0,-31915.799999999886,-46362.49999999999,2024
2024-02-09,-4354.049999999999,9150.749999999996,1580.8999999999137,0.0,0.0,6377.599999999911,-39984.90000000008,2024
2024-02-12,129.7999999999895,5111.050000000027,4736.7500000000855,-0.0,0.0,9977.6000000001,-30007.29999999998,2024
2024-02-13,1246.3000000000109,-8132.100000000004,-4872.2000000000535,0.0,0.0,-11758.000000000047,-41765.30000000003,2024
2024-02-14,1011.2000000000207,6339.250000000039,57.499999999952706,0.0,-1000.0,6407.950000000013,-35357.35000000002,2024
2024-02-15,-1945.1000000000108,-3770.5500000000584,-2720.0999999999012,-1000.0,-16153.699999999988,-25589.44999999996,-60946.79999999998,2024
