date,pnl_1,pnl_2,pnl_3,pnl_4,pnl_5,yearly_pnl,cumulative_pnl,year
2015-01-30,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2015
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
2015-02-03,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,2015
2015-02-04,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2015
2015-02-05,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2015
2015-02-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2015
2015-02-09,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2015
2015-02-10,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2015
2015-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
2015-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
2015-02-13,0.0,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,2015
2015-02-16,-0.0,0.0,-0.0,7359.6900000000205,0.0,7359.6900000000205,6359.6900000000205,2015
2015-02-18,-0.0,0.0,0.0,2115.189999999968,0.0,2115.189999999968,8474.879999999988,2015
2015-02-19,-1000.0,0.0,-0.0,6612.420000000009,0.0,5612.420000000009,14087.299999999997,2015
2015-02-20,9388.850000000006,-0.0,0.0,33834.2,0.0,43223.05,57310.35,2015
2015-02-23,-10148.350000000006,-0.0,0.0,0.0,0.0,-10148.350000000006,47161.99999999999,2015
2015-02-24,35379.20000000007,0.0,0.0,0.0,0.0,35379.20000000007,82541.20000000007,2015
2015-02-25,3073.1999999999766,-0.0,-0.0,0.0,0.0,3073.1999999999766,85614.40000000005,2015
2015-02-26,13380.100000000006,-0.0,-0.0,0.0,0.0,13380.100000000006,98994.50000000006,2015
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.0,98994.50000000006,2015
2015-02-28,0.0,0.0,0.0,0.0,0.0,0.0,98994.50000000006,2015
2015-03-02,-1000.0,-1000.0,0.0,-1000.0,0.0,-3000.0,95994.50000000006,2015
2015-03-03,-17280.550000000112,-3739.6799999999184,-0.0,11529.449999999948,-0.0,-9490.780000000084,86503.71999999997,2015
2015-03-04,43629.35000000002,13644.599999999917,0.0,2053.7000000000426,0.0,59327.64999999998,145831.36999999994,2015
2015-03-05,10447.150000000003,-7273.419999999994,0.0,-3696.2000000000257,0.0,-522.4700000000162,145308.8999999999,2015
2015-03-09,51210.150000000045,18417.10000000005,0.0,-12259.679999999977,0.0,57367.57000000011,202676.47000000003,2015
