Date,Price_A,Price_B,Spread,ZScore,Position,Quantity_A,Quantity_B,Daily_PnL,Cumulative_PnL
2015-01-01,758.45,320.27,393.45836927189083,-4.055626060131875,0.0,0.0,-0.0,0.0,0.0
2015-01-02,755.95,329.36,380.59906642329895,-4.388367290844364,1.0,1323.0,-3460.0,-1000.0,-1000.0
2015-01-05,760.3,330.05,384.16271670211864,-4.296155963872373,1.0,1315.0,-3453.0,3367.6499999998878,2367.6499999998878
2015-01-06,774.7,316.05,414.51763858113804,-3.5107063805528216,1.0,1291.0,-3606.0,67278.00000000012,69645.65000000001
2015-01-07,801.9,307.5,451.46153730011054,-2.554763552873437,1.0,1247.0,-3706.0,65946.49999999994,135592.14999999997
2015-01-08,817.05,315.86,457.08416966378184,-2.4092749805487927,1.0,1224.0,-3608.0,-12090.110000000077,123502.03999999989
2015-01-09,864.6,310.77,510.4349234040825,-1.028796142154338,1.0,1157.0,-3667.0,76565.9200000002,200067.96000000008
2015-01-12,896.6,315.05,537.5572758582109,-0.3269909944209335,0.0,0.0,-0.0,20329.239999999892,220397.19999999998
2015-01-13,884.55,309.91,531.365011462365,-0.4872190954487052,0.0,0.0,-0.0,0.0,220397.19999999998
2015-01-14,924.05,306.27,575.0132911509102,0.6422031191964571,0.0,0.0,-0.0,0.0,220397.19999999998
2015-01-15,921.55,320.77,555.9885506333544,0.14992794313662444,0.0,0.0,-0.0,-0.0,220397.19999999998
2015-01-16,941.05,321.68,574.451480711218,0.6276659783163222,0.0,0.0,-0.0,0.0,220397.19999999998
2015-01-19,892.55,328.0,518.7489731201179,-0.8136657289981254,0.0,0.0,-0.0,-0.0,220397.19999999998
2015-01-20,895.45,334.32,514.4464655290178,-0.9249953778810135,0.0,0.0,-0.0,0.0,220397.19999999998
2015-01-21,941.95,334.95,560.228494044462,0.2596387109266317,0.0,0.0,-0.0,0.0,220397.19999999998
2015-01-22,944.65,336.18,561.5267401936624,0.293231513471133,0.0,0.0,-0.0,0.0,220397.19999999998
